 日期 ,时间(时:分:秒) ,纬度(度) ,纬度方向 ,经度(度) ,经度方向 ,航向(度),海拔(m) ,速度(km/h) ,卫星颗数(颗) 
2017年05月10日, 9:38:48, 4047.976, N, 11141.577, E, 338.0, 1063, 0.00, 09
2017年05月10日, 9:38:49, 4047.976, N, 11141.577, E, 334.6, 1063, 1.85, 09
2017年05月10日, 9:38:50, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:38:51, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 08
2017年05月10日, 9:38:52, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:53, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:54, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:55, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:56, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:57, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:58, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:38:59, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:0, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:1, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:2, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:3, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:4, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:5, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:6, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:39:7, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 09
2017年05月10日, 9:39:8, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:9, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:10, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:11, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:12, 4047.976, N, 11141.577, E, 351.2, 1063, 0.00, 10
2017年05月10日, 9:39:13, 4047.977, N, 11141.576, E, 323.8, 1063, 3.70, 10
2017年05月10日, 9:39:14, 4047.978, N, 11141.575, E, 324.5, 1063, 11.11, 10
2017年05月10日, 9:39:15, 4047.981, N, 11141.574, E, 325.9, 1063, 14.82, 09
2017年05月10日, 9:39:16, 4047.983, N, 11141.573, E, 326.8, 1063, 16.67, 10
2017年05月10日, 9:39:17, 4047.986, N, 11141.572, E, 328.2, 1063, 20.37, 10
2017年05月10日, 9:39:18, 4047.990, N, 11141.570, E, 329.7, 1063, 22.22, 10
2017年05月10日, 9:39:19, 4047.993, N, 11141.569, E, 331.0, 1063, 20.37, 10
2017年05月10日, 9:39:20, 4047.996, N, 11141.567, E, 332.2, 1063, 18.52, 10
2017年05月10日, 9:39:21, 4047.998, N, 11141.566, E, 333.4, 1063, 14.82, 10
2017年05月10日, 9:39:22, 4048.000, N, 11141.565, E, 334.3, 1064, 11.11, 10
2017年05月10日, 9:39:23, 4048.002, N, 11141.564, E, 335.2, 1064, 12.96, 10
2017年05月10日, 9:39:24, 4048.005, N, 11141.562, E, 336.0, 1065, 16.67, 10
2017年05月10日, 9:39:25, 4048.007, N, 11141.560, E, 336.9, 1066, 16.67, 10
2017年05月10日, 9:39:26, 4048.010, N, 11141.559, E, 337.6, 1066, 18.52, 10
2017年05月10日, 9:39:27, 4048.013, N, 11141.557, E, 339.7, 1067, 22.22, 10
2017年05月10日, 9:39:28, 4048.016, N, 11141.555, E, 340.9, 1067, 24.08, 10
2017年05月10日, 9:39:29, 4048.020, N, 11141.554, E, 341.7, 1068, 25.93, 10
2017年05月10日, 9:39:30, 4048.024, N, 11141.552, E, 342.2, 1069, 25.93, 10
2017年05月10日, 9:39:31, 4048.028, N, 11141.550, E, 342.3, 1069, 25.93, 10
2017年05月10日, 9:39:31, 4048.028, N, 11141.550, E, 342.3, 1069, 25.93, 10
2017年05月10日, 9:39:32, 4048.031, N, 11141.549, E, 341.9, 1069, 22.22, 10
2017年05月10日, 9:39:33, 4048.034, N, 11141.547, E, 341.9, 1069, 16.67, 10
2017年05月10日, 9:39:34, 4048.037, N, 11141.546, E, 341.7, 1069, 12.96, 10
2017年05月10日, 9:39:35, 4048.039, N, 11141.545, E, 342.2, 1068, 14.82, 09
2017年05月10日, 9:39:36, 4048.042, N, 11141.544, E, 342.2, 1069, 18.52, 10
2017年05月10日, 9:39:37, 4048.045, N, 11141.543, E, 341.7, 1069, 18.52, 09
2017年05月10日, 9:39:38, 4048.047, N, 11141.541, E, 340.9, 1068, 20.37, 09
2017年05月10日, 9:39:39, 4048.051, N, 11141.540, E, 339.6, 1068, 22.22, 09
2017年05月10日, 9:39:40, 4048.054, N, 11141.538, E, 338.2, 1067, 25.93, 09
2017年05月10日, 9:39:41, 4048.058, N, 11141.535, E, 337.5, 1067, 29.63, 08
2017年05月10日, 9:39:42, 4048.063, N, 11141.533, E, 338.0, 1067, 31.48, 09
2017年05月10日, 9:39:44, 4048.072, N, 11141.529, E, 339.2, 1067, 27.78, 09
2017年05月10日, 9:39:45, 4048.076, N, 11141.527, E, 341.1, 1067, 29.63, 09
2017年05月10日, 9:39:46, 4048.081, N, 11141.526, E, 343.0, 1068, 31.48, 09
2017年05月10日, 9:39:46, 4048.081, N, 11141.526, E, 343.0, 1068, 31.48, 09
2017年05月10日, 9:39:48, 4048.092, N, 11141.523, E, 345.9, 1068, 35.19, 08
2017年05月10日, 9:39:48, 4048.092, N, 11141.523, E, 345.9, 1069, 35.19, 08
2017年05月10日, 9:39:50, 4048.103, N, 11141.519, E, 346.0, 1069, 37.04, 08
2017年05月10日, 9:39:50, 4048.103, N, 11141.519, E, 346.0, 1070, 37.04, 09
2017年05月10日, 9:39:51, 4048.108, N, 11141.516, E, 345.7, 1070, 37.04, 09
2017年05月10日, 9:39:52, 4048.113, N, 11141.513, E, 345.4, 1070, 38.89, 09
2017年05月10日, 9:39:53, 4048.119, N, 11141.510, E, 344.6, 1070, 38.89, 09
2017年05月10日, 9:39:55, 4048.131, N, 11141.505, E, 342.0, 1070, 38.89, 09
2017年05月10日, 9:39:55, 4048.131, N, 11141.505, E, 342.0, 1069, 38.89, 09
2017年05月10日, 9:39:56, 4048.137, N, 11141.502, E, 341.1, 1069, 40.74, 09
2017年05月10日, 9:39:57, 4048.142, N, 11141.499, E, 340.5, 1070, 38.89, 10
2017年05月10日, 9:39:58, 4048.148, N, 11141.496, E, 340.5, 1070, 37.04, 10
2017年05月10日, 9:39:59, 4048.153, N, 11141.494, E, 341.6, 1070, 35.19, 10
2017年05月10日, 9:40:0, 4048.158, N, 11141.492, E, 343.0, 1070, 33.34, 10
2017年05月10日, 9:40:2, 4048.168, N, 11141.488, E, 343.7, 1070, 33.34, 10
2017年05月10日, 9:40:2, 4048.168, N, 11141.488, E, 343.7, 1069, 33.34, 10
2017年05月10日, 9:40:4, 4048.178, N, 11141.483, E, 341.3, 1069, 33.34, 10
2017年05月10日, 9:40:4, 4048.178, N, 11141.483, E, 341.3, 1070, 33.34, 10
2017年05月10日, 9:40:5, 4048.183, N, 11141.481, E, 340.1, 1069, 33.34, 10
2017年05月10日, 9:40:6, 4048.189, N, 11141.478, E, 340.0, 1069, 33.34, 10
2017年05月10日, 9:40:7, 4048.193, N, 11141.476, E, 340.2, 1069, 33.34, 10
2017年05月10日, 9:40:8, 4048.198, N, 11141.473, E, 340.5, 1069, 31.48, 10
2017年05月10日, 9:40:9, 4048.203, N, 11141.471, E, 341.2, 1070, 31.48, 10
2017年05月10日, 9:40:10, 4048.207, N, 11141.469, E, 341.3, 1070, 31.48, 10
2017年05月10日, 9:40:11, 4048.212, N, 11141.466, E, 341.1, 1070, 31.48, 10
2017年05月10日, 9:40:12, 4048.216, N, 11141.464, E, 341.3, 1070, 29.63, 10
2017年05月10日, 9:40:13, 4048.221, N, 11141.462, E, 342.1, 1070, 29.63, 10
2017年05月10日, 9:40:14, 4048.225, N, 11141.460, E, 342.3, 1070, 31.48, 10
2017年05月10日, 9:40:16, 4048.235, N, 11141.455, E, 340.2, 1071, 35.19, 10
2017年05月10日, 9:40:16, 4048.235, N, 11141.455, E, 340.2, 1070, 35.19, 10
2017年05月10日, 9:40:17, 4048.240, N, 11141.452, E, 339.4, 1071, 37.04, 10
2017年05月10日, 9:40:19, 4048.250, N, 11141.447, E, 339.5, 1071, 33.34, 10
2017年05月10日, 9:40:19, 4048.250, N, 11141.447, E, 339.5, 1071, 33.34, 10
2017年05月10日, 9:40:20, 4048.255, N, 11141.445, E, 340.6, 1071, 29.63, 10
2017年05月10日, 9:40:22, 4048.262, N, 11141.441, E, 340.4, 1071, 24.08, 10
2017年05月10日, 9:40:22, 4048.262, N, 11141.441, E, 340.4, 1071, 24.08, 10
2017年05月10日, 9:40:23, 4048.265, N, 11141.439, E, 339.8, 1071, 20.37, 10
2017年05月10日, 9:40:24, 4048.268, N, 11141.438, E, 339.6, 1071, 16.67, 10
2017年05月10日, 9:40:25, 4048.270, N, 11141.438, E, 340.3, 1071, 9.26, 10
2017年05月10日, 9:40:26, 4048.272, N, 11141.438, E, 340.6, 1070, 3.70, 10
2017年05月10日, 9:40:28, 4048.273, N, 11141.438, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:29, 4048.273, N, 11141.438, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:29, 4048.273, N, 11141.438, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:30, 4048.273, N, 11141.438, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:31, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:32, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:34, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:34, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:35, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:36, 4048.273, N, 11141.437, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:37, 4048.273, N, 11141.436, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:38, 4048.273, N, 11141.436, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:39, 4048.273, N, 11141.436, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:40, 4048.273, N, 11141.436, E, 340.9, 1070, 0.00, 10
2017年05月10日, 9:40:41, 4048.273, N, 11141.436, E, 340.9, 1070, 3.70, 10
2017年05月10日, 9:40:42, 4048.273, N, 11141.435, E, 239.1, 1070, 5.56, 10
2017年05月10日, 9:40:43, 4048.272, N, 11141.434, E, 203.6, 1069, 7.41, 10
2017年05月10日, 9:40:44, 4048.270, N, 11141.433, E, 178.3, 1069, 9.26, 10
2017年05月10日, 9:40:45, 4048.268, N, 11141.434, E, 156.6, 1068, 14.82, 10
2017年05月10日, 9:40:46, 4048.266, N, 11141.436, E, 153.1, 1068, 16.67, 10
2017年05月10日, 9:40:47, 4048.263, N, 11141.437, E, 155.3, 1067, 18.52, 10
2017年05月10日, 9:40:48, 4048.260, N, 11141.439, E, 156.6, 1066, 20.37, 10
2017年05月10日, 9:40:49, 4048.257, N, 11141.440, E, 158.3, 1065, 22.22, 10
2017年05月10日, 9:40:50, 4048.254, N, 11141.442, E, 160.0, 1065, 24.08, 09
2017年05月10日, 9:40:51, 4048.250, N, 11141.444, E, 160.3, 1064, 24.08, 09
2017年05月10日, 9:40:52, 4048.247, N, 11141.445, E, 161.5, 1064, 24.08, 09
2017年05月10日, 9:40:53, 4048.243, N, 11141.447, E, 162.6, 1063, 25.93, 10
2017年05月10日, 9:40:54, 4048.240, N, 11141.448, E, 163.2, 1062, 25.93, 09
2017年05月10日, 9:40:55, 4048.236, N, 11141.450, E, 163.4, 1062, 25.93, 09
2017年05月10日, 9:40:56, 4048.232, N, 11141.451, E, 163.6, 1061, 24.08, 09
2017年05月10日, 9:40:57, 4048.229, N, 11141.452, E, 164.2, 1060, 22.22, 10
2017年05月10日, 9:40:58, 4048.226, N, 11141.453, E, 164.5, 1060, 20.37, 10
2017年05月10日, 9:40:59, 4048.223, N, 11141.454, E, 165.1, 1059, 14.82, 10
2017年05月10日, 9:41:0, 4048.220, N, 11141.454, E, 166.8, 1058, 11.11, 10
2017年05月10日, 9:41:1, 4048.219, N, 11141.454, E, 175.7, 1058, 7.41, 10
2017年05月10日, 9:41:2, 4048.218, N, 11141.454, E, 186.3, 1058, 5.56, 10
2017年05月10日, 9:41:3, 4048.217, N, 11141.454, E, 201.9, 1057, 5.56, 10
2017年05月10日, 9:41:4, 4048.216, N, 11141.453, E, 220.2, 1057, 5.56, 10
2017年05月10日, 9:41:5, 4048.215, N, 11141.452, E, 219.9, 1056, 5.56, 10
2017年05月10日, 9:41:6, 4048.214, N, 11141.451, E, 221.4, 1056, 5.56, 10
2017年05月10日, 9:41:7, 4048.214, N, 11141.450, E, 224.2, 1055, 7.41, 10
2017年05月10日, 9:41:8, 4048.213, N, 11141.449, E, 226.4, 1055, 7.41, 10
2017年05月10日, 9:41:9, 4048.213, N, 11141.447, E, 228.9, 1055, 7.41, 10
2017年05月10日, 9:41:10, 4048.212, N, 11141.445, E, 256.4, 1054, 7.41, 10
2017年05月10日, 9:41:11, 4048.212, N, 11141.444, E, 255.0, 1054, 7.41, 10
2017年05月10日, 9:41:12, 4048.211, N, 11141.442, E, 254.4, 1054, 5.56, 10
2017年05月10日, 9:41:13, 4048.211, N, 11141.442, E, 254.4, 1053, 0.00, 10
2017年05月10日, 9:41:15, 4048.211, N, 11141.441, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:15, 4048.211, N, 11141.441, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:16, 4048.211, N, 11141.441, E, 254.3, 1054, 0.00, 10
2017年05月10日, 9:41:17, 4048.211, N, 11141.441, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:18, 4048.211, N, 11141.441, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:19, 4048.211, N, 11141.441, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:20, 4048.210, N, 11141.440, E, 254.4, 1054, 0.00, 10
2017年05月10日, 9:41:21, 4048.211, N, 11141.438, E, 281.9, 1054, 14.82, 10
2017年05月10日, 9:41:23, 4048.212, N, 11141.430, E, 281.8, 1053, 18.52, 10
2017年05月10日, 9:41:24, 4048.212, N, 11141.425, E, 271.1, 1053, 18.52, 09
2017年05月10日, 9:41:24, 4048.212, N, 11141.425, E, 271.1, 1053, 18.52, 10
2017年05月10日, 9:41:25, 4048.212, N, 11141.421, E, 256.0, 1053, 18.52, 10
2017年05月10日, 9:41:26, 4048.211, N, 11141.417, E, 243.6, 1053, 16.67, 10
2017年05月10日, 9:41:27, 4048.210, N, 11141.414, E, 232.4, 1052, 14.82, 10
2017年05月10日, 9:41:28, 4048.208, N, 11141.412, E, 222.3, 1052, 12.96, 10
2017年05月10日, 9:41:29, 4048.207, N, 11141.410, E, 210.5, 1052, 11.11, 10
2017年05月10日, 9:41:30, 4048.205, N, 11141.409, E, 196.5, 1053, 11.11, 10
2017年05月10日, 9:41:31, 4048.203, N, 11141.408, E, 176.7, 1053, 9.26, 10
2017年05月10日, 9:41:32, 4048.201, N, 11141.409, E, 170.5, 1052, 11.11, 10
2017年05月10日, 9:41:33, 4048.199, N, 11141.409, E, 168.3, 1052, 12.96, 10
2017年05月10日, 9:41:34, 4048.197, N, 11141.410, E, 168.0, 1052, 16.67, 10
2017年05月10日, 9:41:35, 4048.195, N, 11141.411, E, 167.2, 1051, 18.52, 10
2017年05月10日, 9:41:36, 4048.192, N, 11141.412, E, 164.9, 1051, 18.52, 10
2017年05月10日, 9:41:37, 4048.189, N, 11141.413, E, 162.1, 1051, 18.52, 10
2017年05月10日, 9:41:38, 4048.186, N, 11141.414, E, 163.2, 1051, 18.52, 10
2017年05月10日, 9:41:40, 4048.180, N, 11141.417, E, 161.8, 1051, 20.37, 10
2017年05月10日, 9:41:40, 4048.180, N, 11141.417, E, 161.8, 1050, 20.37, 10
2017年05月10日, 9:41:41, 4048.177, N, 11141.418, E, 160.1, 1050, 22.22, 10
2017年05月10日, 9:41:42, 4048.173, N, 11141.420, E, 158.8, 1049, 22.22, 10
2017年05月10日, 9:41:44, 4048.166, N, 11141.423, E, 158.5, 1049, 24.08, 10
2017年05月10日, 9:41:44, 4048.166, N, 11141.423, E, 158.5, 1049, 24.08, 10
2017年05月10日, 9:41:45, 4048.163, N, 11141.425, E, 158.6, 1048, 24.08, 10
2017年05月10日, 9:41:47, 4048.156, N, 11141.427, E, 166.9, 1048, 22.22, 10
2017年05月10日, 9:41:48, 4048.152, N, 11141.429, E, 163.4, 1047, 24.08, 10
2017年05月10日, 9:41:48, 4048.152, N, 11141.429, E, 163.4, 1047, 24.08, 10
2017年05月10日, 9:41:49, 4048.149, N, 11141.430, E, 162.8, 1046, 24.08, 10
2017年05月10日, 9:41:50, 4048.145, N, 11141.432, E, 162.1, 1046, 24.08, 10
2017年05月10日, 9:41:51, 4048.142, N, 11141.433, E, 160.9, 1046, 25.93, 10
2017年05月10日, 9:41:52, 4048.138, N, 11141.435, E, 160.1, 1046, 25.93, 10
2017年05月10日, 9:41:53, 4048.134, N, 11141.437, E, 160.2, 1045, 24.08, 10
2017年05月10日, 9:41:54, 4048.130, N, 11141.438, E, 167.0, 1045, 24.08, 10
2017年05月10日, 9:41:55, 4048.126, N, 11141.440, E, 166.2, 1045, 22.22, 10
2017年05月10日, 9:41:56, 4048.123, N, 11141.442, E, 164.3, 1045, 22.22, 10
2017年05月10日, 9:41:57, 4048.120, N, 11141.443, E, 164.9, 1044, 22.22, 10
2017年05月10日, 9:41:58, 4048.117, N, 11141.444, E, 163.9, 1044, 20.37, 10
2017年05月10日, 9:41:59, 4048.114, N, 11141.446, E, 162.8, 1044, 20.37, 10
2017年05月10日, 9:42:0, 4048.111, N, 11141.447, E, 162.7, 1043, 20.37, 10
2017年05月10日, 9:42:1, 4048.108, N, 11141.448, E, 162.0, 1043, 20.37, 10
2017年05月10日, 9:42:2, 4048.105, N, 11141.450, E, 161.3, 1043, 20.37, 10
2017年05月10日, 9:42:3, 4048.102, N, 11141.451, E, 160.7, 1042, 20.37, 09
2017年05月10日, 9:42:4, 4048.098, N, 11141.452, E, 161.0, 1042, 20.37, 10
2017年05月10日, 9:42:5, 4048.096, N, 11141.453, E, 171.4, 1042, 18.52, 10
2017年05月10日, 9:42:6, 4048.093, N, 11141.453, E, 187.2, 1042, 16.67, 10
2017年05月10日, 9:42:7, 4048.091, N, 11141.452, E, 199.6, 1041, 16.67, 10
2017年05月10日, 9:42:8, 4048.088, N, 11141.451, E, 215.7, 1041, 14.82, 10
2017年05月10日, 9:42:9, 4048.087, N, 11141.449, E, 229.1, 1041, 12.96, 10
2017年05月10日, 9:42:10, 4048.086, N, 11141.446, E, 243.3, 1041, 14.82, 10
2017年05月10日, 9:42:11, 4048.085, N, 11141.443, E, 245.2, 1042, 16.67, 10
2017年05月10日, 9:42:13, 4048.083, N, 11141.436, E, 253.7, 1042, 14.82, 10
2017年05月10日, 9:42:14, 4048.082, N, 11141.433, E, 252.7, 1042, 14.82, 10
2017年05月10日, 9:42:14, 4048.082, N, 11141.433, E, 252.7, 1041, 14.82, 10
2017年05月10日, 9:42:15, 4048.081, N, 11141.431, E, 252.0, 1041, 12.96, 10
2017年05月10日, 9:42:16, 4048.081, N, 11141.428, E, 248.9, 1041, 12.96, 10
2017年05月10日, 9:42:18, 4048.079, N, 11141.423, E, 250.0, 1041, 12.96, 10
2017年05月10日, 9:42:18, 4048.079, N, 11141.423, E, 250.0, 1041, 12.96, 10
2017年05月10日, 9:42:20, 4048.078, N, 11141.419, E, 251.7, 1041, 9.26, 10
2017年05月10日, 9:42:20, 4048.078, N, 11141.419, E, 251.7, 1042, 9.26, 10
2017年05月10日, 9:42:21, 4048.077, N, 11141.417, E, 251.9, 1042, 5.56, 10
2017年05月10日, 9:42:23, 4048.076, N, 11141.414, E, 258.6, 1042, 7.41, 10
2017年05月10日, 9:42:23, 4048.076, N, 11141.414, E, 258.6, 1042, 7.41, 10
2017年05月10日, 9:42:24, 4048.076, N, 11141.413, E, 256.9, 1042, 5.56, 10
2017年05月10日, 9:42:26, 4048.075, N, 11141.411, E, 253.5, 1042, 5.56, 10
2017年05月10日, 9:42:26, 4048.075, N, 11141.411, E, 253.5, 1043, 5.56, 10
2017年05月10日, 9:42:28, 4048.075, N, 11141.408, E, 249.8, 1043, 5.56, 10
2017年05月10日, 9:42:28, 4048.075, N, 11141.408, E, 249.8, 1044, 5.56, 10
2017年05月10日, 9:42:30, 4048.074, N, 11141.404, E, 250.6, 1044, 5.56, 10
2017年05月10日, 9:42:31, 4048.074, N, 11141.402, E, 252.0, 1044, 5.56, 10
2017年05月10日, 9:42:32, 4048.075, N, 11141.401, E, 255.6, 1045, 5.56, 10
2017年05月10日, 9:42:32, 4048.075, N, 11141.401, E, 255.6, 1045, 5.56, 10
2017年05月10日, 9:42:33, 4048.076, N, 11141.400, E, 260.9, 1046, 7.41, 10
2017年05月10日, 9:42:35, 4048.078, N, 11141.400, E, 354.6, 1046, 3.70, 10
2017年05月10日, 9:42:35, 4048.078, N, 11141.400, E, 354.6, 1047, 3.70, 10
2017年05月10日, 9:42:37, 4048.079, N, 11141.401, E, 354.6, 1047, 3.70, 10
2017年05月10日, 9:42:37, 4048.079, N, 11141.401, E, 354.6, 1047, 3.70, 10
2017年05月10日, 9:42:39, 4048.080, N, 11141.402, E, 354.6, 1048, 3.70, 10
2017年05月10日, 9:42:39, 4048.080, N, 11141.402, E, 354.6, 1048, 3.70, 10
2017年05月10日, 9:42:40, 4048.080, N, 11141.403, E, 354.6, 1048, 1.85, 10
2017年05月10日, 9:42:41, 4048.080, N, 11141.403, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:42, 4048.080, N, 11141.404, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:44, 4048.080, N, 11141.405, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:44, 4048.080, N, 11141.405, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:45, 4048.081, N, 11141.405, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:47, 4048.081, N, 11141.407, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:47, 4048.081, N, 11141.407, E, 354.6, 1049, 1.85, 10
2017年05月10日, 9:42:49, 4048.081, N, 11141.407, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:50, 4048.081, N, 11141.407, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:50, 4048.081, N, 11141.407, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:52, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:53, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:53, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:55, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:56, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:56, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:58, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:42:58, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 10
2017年05月10日, 9:43:0, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:0, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:2, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:3, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:3, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:5, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:5, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:6, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:7, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:9, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:10, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
2017年05月10日, 9:43:10, 4048.081, N, 11141.408, E, 354.6, 1050, 0.00, 09
